coachid,year,firstname,lastname,season_win,season_loss,playoff_win,playoff_loss,team
FITCHBI01 ,1976,Bill,Fitch,43,39,1,2,CLE
BROWNLA01 ,1976,Larry,Brown,50,32,2,4,DEN
BROWNHE01 ,1976,Herb,Brown,44,38,1,2,DET
ATTLEAL01 ,1976,Al,Attles,46,36,5,5,GSW
NISSATO01 ,1976,Tom,Nissalke,49,33,6,6,HOU
LEONABO01 ,1976,Bob,Leonard,36,46,0,0,IND
JOHNSPH01 ,1976,Phil,Johnson,40,42,0,0,KCK
WESTJE01  ,1976,Jerry,West,53,29,4,7,LAL
COSTELA01 ,1976,Larry,Costello,3,15,0,0,MIL
NELSODO01 ,1976,Don,Nelson,27,37,0,0,MIL
VANBRBI01 ,1976,Bill,VanBredaKolff,14,12,0,0,NOJ
BAYLOEL01 ,1976,Elgin,Baylor,21,35,0,0,NOJ
HOLZMRE01 ,1976,Red,Holzman,40,42,0,0,NYK
LOUGHKE01 ,1976,Kevin,Loughery,22,60,0,0,NYN
SHUEGE01  ,1976,Gene,Shue,50,32,10,9,PHI
MACLEJO01 ,1976,John,MacLeod,34,48,0,0,PHO
RAMSAJA01 ,1976,Jack,Ramsay,49,33,14,5,POR
MOEDO01   ,1976,Doug,Moe,44,38,0,2,SAS
RUSSEBI01 ,1976,Bill,Russell,40,42,0,0,SEA
MOTTADI01 ,1976,Dick,Motta,48,34,4,5,WA1
BROWNHU01 ,1977,Hubie,Brown,41,41,0,2,ATL
HEINSTO01 ,1977,Tom,Heinsohn,11,23,0,0,BOS
SANDETO01 ,1977,Tom,Sanders,21,27,0,0,BOS
FITZSCO01 ,1977,Cotton,Fitzsimmons,27,55,0,0,BUF
BADGEED01 ,1977,Ed,Badger,40,42,0,0,CHI
FITCHBI01 ,1977,Bill,Fitch,43,39,0,2,CLE
BROWNLA01 ,1977,Larry,Brown,48,34,6,7,DEN
BROWNHE01 ,1977,Herb,Brown,9,15,0,0,DET
KAUFFBO01 ,1977,Bob,Kauffman,29,29,0,0,DET
ATTLEAL01 ,1977,Al,Attles,43,39,0,0,GSW
NISSATO01 ,1977,Tom,Nissalke,28,54,0,0,HOU
LEONABO01 ,1977,Bob,Leonard,31,51,0,0,IND
JOHNSPH01 ,1977,Phil,Johnson,13,24,0,0,KCK
STAVELA01 ,1977,Larry,Staverman,18,27,0,0,KCK
WESTJE01  ,1977,Jerry,West,45,37,1,2,LAL
NELSODO01 ,1977,Don,Nelson,44,38,5,4,MIL
LOUGHKE01 ,1977,Kevin,Loughery,24,58,0,0,NJN
BAYLOEL01 ,1977,Elgin,Baylor,39,43,0,0,NOJ
REEDWI01  ,1977,Willis,Reed,43,39,2,4,NYK
SHUEGE01  ,1977,Gene,Shue,2,4,0,0,PHI
CUNNIBI01 ,1977,Billy,Cunningham,53,23,6,4,PHI
MACLEJO01 ,1977,John,MacLeod,49,33,0,2,PHO
RAMSAJA01 ,1977,Jack,Ramsay,58,24,2,4,POR
MOEDO01   ,1977,Doug,Moe,52,30,2,4,SAS
HOPKIBO01 ,1977,Bob,Hopkins,5,17,0,0,SEA
WILKELE01 ,1977,Lenny,Wilkens,42,18,13,9,SEA
MOTTADI01 ,1977,Dick,Motta,44,38,14,7,WA1
BROWNHU01 ,1978,Hubie,Brown,46,36,5,4,ATL
SANDETO01 ,1978,Tom,Sanders,2,12,0,0,BOS
COWENDA01 ,1978,Dave,Cowens,27,41,0,0,BOS
COSTELA01 ,1978,Larry,Costello,20,36,0,0,CHI
ROBERSC01 ,1978,Scotty,Robertson,11,15,0,0,CHI
FITCHBI01 ,1978,Bill,Fitch,30,52,0,0,CLE
BROWNLA01 ,1978,Larry,Brown,28,25,0,0,DEN
WALSHDO01 ,1978,Donnie,Walsh,19,10,1,2,DEN
VITALDI01 ,1978,Dick,Vitale,30,52,0,0,DET
ATTLEAL01 ,1978,Al,Attles,38,44,0,0,GSW
NISSATO01 ,1978,Tom,Nissalke,47,35,0,2,HOU
LEONABO01 ,1978,Bob,Leonard,38,44,0,0,IND
FITZSCO01 ,1978,Cotton,Fitzsimmons,48,34,1,4,KCK
WESTJE01  ,1978,Jerry,West,47,35,3,5,LAL
NELSODO01 ,1978,Don,Nelson,38,44,0,0,MIL
LOUGHKE01 ,1978,Kevin,Loughery,37,45,0,2,NJN
BAYLOEL01 ,1978,Elgin,Baylor,26,56,0,0,NOJ
REEDWI01  ,1978,Willis,Reed,6,8,10,12,NYK
HOLZMRE01 ,1978,Red,Holzman,25,43,0,0,NYK
CUNNIBI01 ,1978,Billy,Cunningham,47,35,5,4,PHI
MACLEJO01 ,1978,John,MacLeod,50,32,9,6,PHO
RAMSAJA01 ,1978,Jack,Ramsay,45,37,1,2,POR
MOEDO01   ,1978,Doug,Moe,48,34,7,7,SAS
SHUEGE01  ,1978,Gene,Shue,43,39,0,0,SDC
WILKELE01 ,1978,Lenny,Wilkens,52,30,12,5,SEA
MOTTADI01 ,1978,Dick,Motta,54,28,9,10,WA1
BROWNHU01 ,1979,Hubie,Brown,50,32,1,4,ATL
FITCHBI01 ,1979,Bill,Fitch,61,21,5,4,BOS
SLOANJE01 ,1979,Jerry,Sloan,30,52,0,0,CHI
ALBECST01 ,1979,Stan,Albeck,37,45,0,0,CLE
WALSHDO01 ,1979,Donnie,Walsh,30,52,0,0,DEN
VITALDI01 ,1979,Dick,Vitale,4,8,0,0,DET
ADUBARI01 ,1979,Richie,Adubato,12,58,0,0,DET
ATTLEAL01 ,1979,Al,Attles,18,43,0,0,GSW
BACHJO01  ,1979,John,Bach,6,15,0,0,GSW
HARRIDE01 ,1979,Del,Harris,41,41,2,5,HOU
LEONABO01 ,1979,Bob,Leonard,37,45,0,0,IND
FITZSCO01 ,1979,Cotton,Fitzsimmons,47,35,1,2,KCK
MCKINJA01 ,1979,Jack,McKinney,10,4,0,0,LAL
WESTHPA01 ,1979,Paul,Westhead,50,18,12,4,LAL
NELSODO01 ,1979,Don,Nelson,49,33,3,4,MIL
LOUGHKE01 ,1979,Kevin,Loughery,34,48,0,0,NJN
HOLZMRE01 ,1979,Red,Holzman,39,43,0,0,NYK
CUNNIBI01 ,1979,Billy,Cunningham,59,23,12,6,PHI
MACLEJO01 ,1979,John,MacLeod,55,27,3,5,PHO
RAMSAJA01 ,1979,Jack,Ramsay,38,44,1,2,POR
MOEDO01   ,1979,Doug,Moe,33,33,0,0,SAS
BASSBO01  ,1979,Bob,Bass,8,8,1,2,SAS
SHUEGE01  ,1979,Gene,Shue,35,47,0,0,SDC
WILKELE01 ,1979,Lenny,Wilkens,56,26,7,8,SEA
NISSATO01 ,1979,Tom,Nissalke,24,58,0,0,UTA
MOTTADI01 ,1979,Dick,Motta,39,43,0,2,WA1
BROWNHU01 ,1980,Hubie,Brown,31,48,0,0,ATL
FRATEMI01 ,1980,Mike,Fratello,0,3,0,0,ATL
FITCHBI01 ,1980,Bill,Fitch,62,20,12,5,BOS
SLOANJE01 ,1980,Jerry,Sloan,45,37,2,4,CHI
MUSSEBI01 ,1980,Bill,Musselman,25,46,0,0,CLE
DELANDO01 ,1980,Don,Delaney,3,8,0,0,CLE
MOTTADI01 ,1980,Dick,Motta,15,67,0,0,DAL
WALSHDO01 ,1980,Donnie,Walsh,11,20,0,0,DEN
MOEDO01   ,1980,Doug,Moe,26,25,0,0,DEN
ROBERSC01 ,1980,Scotty,Robertson,21,61,0,0,DET
ATTLEAL01 ,1980,Al,Attles,39,43,0,0,GSW
HARRIDE01 ,1980,Del,Harris,40,42,12,9,HOU
MCKINJA01 ,1980,Jack,McKinney,44,38,0,2,IND
FITZSCO01 ,1980,Cotton,Fitzsimmons,40,42,7,8,KCK
WESTHPA01 ,1980,Paul,Westhead,54,28,1,2,LAL
NELSODO01 ,1980,Don,Nelson,60,22,3,4,MIL
LOUGHKE01 ,1980,Kevin,Loughery,12,23,0,0,NJN
MACKIBO01 ,1980,Bob,MacKinnon,12,35,0,0,NJN
HOLZMRE01 ,1980,Red,Holzman,50,32,0,2,NYK
CUNNIBI01 ,1980,Billy,Cunningham,62,20,9,7,PHI
MACLEJO01 ,1980,John,MacLeod,57,25,3,4,PHO
RAMSAJA01 ,1980,Jack,Ramsay,45,37,1,2,POR
ALBECST01 ,1980,Stan,Albeck,52,30,3,4,SAS
SILASPA01 ,1980,Paul,Silas,36,46,0,0,SDC
WILKELE01 ,1980,Lenny,Wilkens,34,48,0,0,SEA
NISSATO01 ,1980,Tom,Nissalke,28,54,0,0,UTA
SHUEGE01  ,1980,Gene,Shue,39,43,0,0,WA1
LOUGHKE01 ,1981,Kevin,Loughery,42,40,0,2,ATL
FITCHBI01 ,1981,Bill,Fitch,63,19,7,5,BOS
SLOANJE01 ,1981,Jerry,Sloan,19,32,0,0,CHI
JOHNSPH01 ,1981,Phil,Johnson,0,1,0,0,CHI
THORNRO01 ,1981,Rod,Thorn,15,15,0,0,CHI
DELANDO01 ,1981,Don,Delaney,4,11,0,0,CLE
KLOPPBO01 ,1981,Bob,Kloppenburg,0,3,0,0,CLE
DALYCH01  ,1981,Chuck,Daly,9,32,0,0,CLE
MUSSEBI01 ,1981,Bill,Musselman,2,21,0,0,CLE
MOTTADI01 ,1981,Dick,Motta,28,54,0,0,DAL
MOEDO01   ,1981,Doug,Moe,46,36,1,2,DEN
ROBERSC01 ,1981,Scotty,Robertson,39,43,0,0,DET
ATTLEAL01 ,1981,Al,Attles,45,37,0,0,GSW
HARRIDE01 ,1981,Del,Harris,46,36,1,2,HOU
MCKINJA01 ,1981,Jack,McKinney,35,47,0,0,IND
FITZSCO01 ,1981,Cotton,Fitzsimmons,30,52,0,0,KCK
WESTHPA01 ,1981,Paul,Westhead,7,4,0,0,LAL
RILEYPA01 ,1981,Pat,Riley,50,21,12,2,LAL
NELSODO01 ,1981,Don,Nelson,55,27,2,4,MIL
BROWNLA01 ,1981,Larry,Brown,44,38,0,2,NJN
HOLZMRE01 ,1981,Red,Holzman,33,49,0,0,NYK
CUNNIBI01 ,1981,Billy,Cunningham,58,24,12,9,PHI
MACLEJO01 ,1981,John,MacLeod,46,36,2,5,PHO
RAMSAJA01 ,1981,Jack,Ramsay,42,40,0,0,POR
ALBECST01 ,1981,Stan,Albeck,48,34,4,5,SAS
SILASPA01 ,1981,Paul,Silas,17,65,0,0,SDC
WILKELE01 ,1981,Lenny,Wilkens,52,30,3,5,SEA
NISSATO01 ,1981,Tom,Nissalke,8,12,0,0,UTA
LAYDEFR01 ,1981,Frank,Layden,17,45,0,0,UTA
SHUEGE01  ,1981,Gene,Shue,43,39,3,4,WA1
LOUGHKE01 ,1982,Kevin,Loughery,43,39,1,2,ATL
FITCHBI01 ,1982,Bill,Fitch,56,26,2,5,BOS
WESTHPA01 ,1982,Paul,Westhead,28,54,0,0,CHI
NISSATO01 ,1982,Tom,Nissalke,23,59,0,0,CLE
MOTTADI01 ,1982,Dick,Motta,38,44,0,0,DAL
MOEDO01   ,1982,Doug,Moe,45,37,3,5,DEN
ROBERSC01 ,1982,Scotty,Robertson,37,45,0,0,DET
ATTLEAL01 ,1982,Al,Attles,30,52,0,0,GSW
HARRIDE01 ,1982,Del,Harris,14,68,0,0,HOU
MCKINJA01 ,1982,Jack,McKinney,20,62,0,0,IND
FITZSCO01 ,1982,Cotton,Fitzsimmons,45,37,0,0,KCK
RILEYPA01 ,1982,Pat,Riley,58,24,8,7,LAL
NELSODO01 ,1982,Don,Nelson,51,31,5,4,MIL
BROWNLA01 ,1982,Larry,Brown,47,29,0,0,NJN
BLAIRBI01 ,1982,Bill,Blair,2,4,0,2,NJN
BROWNHU01 ,1982,Hubie,Brown,44,38,2,4,NYK
CUNNIBI01 ,1982,Billy,Cunningham,65,17,12,1,PHI
MACLEJO01 ,1982,John,MacLeod,53,29,1,2,PHO
RAMSAJA01 ,1982,Jack,Ramsay,46,36,3,4,POR
ALBECST01 ,1982,Stan,Albeck,53,29,6,5,SAS
SILASPA01 ,1982,Paul,Silas,25,57,0,0,SDC
WILKELE01 ,1982,Lenny,Wilkens,48,34,0,2,SEA
LAYDEFR01 ,1982,Frank,Layden,30,52,0,0,UTA
SHUEGE01  ,1982,Gene,Shue,42,40,0,0,WA1
FRATEMI01 ,1983,Mike,Fratello,40,42,2,3,ATL
JONESKC01 ,1983,KC,Jones,62,20,15,8,BOS
LOUGHKE01 ,1983,Kevin,Loughery,27,55,0,0,CHI
NISSATO01 ,1983,Tom,Nissalke,28,54,0,0,CLE
MOTTADI01 ,1983,Dick,Motta,43,39,4,6,DAL
MOEDO01   ,1983,Doug,Moe,38,44,2,3,DEN
DALYCH01  ,1983,Chuck,Daly,49,33,2,3,DET
BACHJO01  ,1983,John,Bach,37,45,0,0,GSW
FITCHBI01 ,1983,Bill,Fitch,29,53,0,0,HOU
MCKINJA01 ,1983,Jack,McKinney,26,56,0,0,IND
FITZSCO01 ,1983,Cotton,Fitzsimmons,38,44,0,3,KCK
RILEYPA01 ,1983,Pat,Riley,54,28,14,7,LAL
NELSODO01 ,1983,Don,Nelson,50,32,8,8,MIL
ALBECST01 ,1983,Stan,Albeck,45,37,5,6,NJN
BROWNHU01 ,1983,Hubie,Brown,47,35,6,6,NYK
CUNNIBI01 ,1983,Billy,Cunningham,52,30,2,3,PHI
MACLEJO01 ,1983,John,MacLeod,41,41,9,8,PHO
RAMSAJA01 ,1983,Jack,Ramsay,48,34,2,3,POR
MCHONMO01 ,1983,Morris,McHone,11,20,0,0,SAS
BASSBO01  ,1983,Bob,Bass,26,25,0,0,SAS
LYNAMJI01 ,1983,Jim,Lynam,30,52,0,0,SDC
WILKELE01 ,1983,Lenny,Wilkens,42,40,2,3,SEA
LAYDEFR01 ,1983,Frank,Layden,45,37,5,6,UTA
SHUEGE01  ,1983,Gene,Shue,35,47,1,3,WA1
FRATEMI01 ,1984,Mike,Fratello,34,48,0,0,ATL
JONESKC01 ,1984,KC,Jones,63,19,13,8,BOS
LOUGHKE01 ,1984,Kevin,Loughery,38,44,1,3,CHI
KARLGE01  ,1984,George,Karl,36,46,1,3,CLE
MOTTADI01 ,1984,Dick,Motta,44,38,1,3,DAL
MOEDO01   ,1984,Doug,Moe,52,30,8,7,DEN
DALYCH01  ,1984,Chuck,Daly,46,36,5,4,DET
BACHJO01  ,1984,John,Bach,22,60,0,0,GSW
FITCHBI01 ,1984,Bill,Fitch,48,34,2,3,HOU
IRVINGE01 ,1984,George,Irvine,22,60,0,0,IND
MCKINJA01 ,1984,Jack,McKinney,1,8,0,0,KCK
JOHNSPH01 ,1984,Phil,Johnson,30,43,0,0,KCK
LYNAMJI01 ,1984,Jim,Lynam,22,39,0,0,LAC
CHANEDO01 ,1984,Don,Chaney,9,12,0,0,LAC
RILEYPA01 ,1984,Pat,Riley,62,20,15,4,LAL
NELSODO01 ,1984,Don,Nelson,59,23,3,5,MIL
ALBECST01 ,1984,Stan,Albeck,42,40,0,3,NJN
BROWNHU01 ,1984,Hubie,Brown,24,58,0,0,NYK
CUNNIBI01 ,1984,Billy,Cunningham,58,24,8,5,PHI
MACLEJO01 ,1984,John,MacLeod,36,46,0,3,PHO
RAMSAJA01 ,1984,Jack,Ramsay,42,40,4,5,POR
FITZSCO01 ,1984,Cotton,Fitzsimmons,41,41,2,3,SAS
WILKELE01 ,1984,Lenny,Wilkens,31,51,0,0,SEA
LAYDEFR01 ,1984,Frank,Layden,41,41,4,6,UTA
SHUEGE01  ,1984,Gene,Shue,40,42,1,3,WA1
FRATEMI01 ,1985,Mike,Fratello,50,32,4,5,ATL
JONESKC01 ,1985,KC,Jones,67,15,15,3,BOS
ALBECST01 ,1985,Stan,Albeck,30,52,0,3,CHI
KARLGE01  ,1985,George,Karl,25,42,0,0,CLE
LITTLGE01 ,1985,Gene,Littles,4,11,0,0,CLE
MOTTADI01 ,1985,Dick,Motta,44,38,5,5,DAL
MOEDO01   ,1985,Doug,Moe,47,35,5,5,DEN
DALYCH01  ,1985,Chuck,Daly,46,36,1,3,DET
BACHJO01  ,1985,John,Bach,30,52,0,0,GSW
FITCHBI01 ,1985,Bill,Fitch,51,31,13,7,HOU
IRVINGE01 ,1985,George,Irvine,26,56,0,0,IND
CHANEDO01 ,1985,Don,Chaney,32,50,0,0,LAC
RILEYPA01 ,1985,Pat,Riley,62,20,8,6,LAL
NELSODO01 ,1985,Don,Nelson,57,25,7,7,MIL
WOHLDA01  ,1985,Dave,Wohl,39,43,0,3,NJN
BROWNHU01 ,1985,Hubie,Brown,23,59,0,0,NYK
GUOKAMA01 ,1985,Matt,Guokas,54,28,6,6,PHI
MACLEJO01 ,1985,John,MacLeod,32,50,0,0,PHO
RAMSAJA01 ,1985,Jack,Ramsay,40,42,1,3,POR
JOHNSPH01 ,1985,Phil,Johnson,37,45,0,3,SAC
FITZSCO01 ,1985,Cotton,Fitzsimmons,35,47,0,3,SAS
BICKEBE01 ,1985,Bernie,Bickerstaff,31,51,0,0,SEA
LAYDEFR01 ,1985,Frank,Layden,42,40,1,3,UTA
SHUEGE01  ,1985,Gene,Shue,32,37,0,0,WA1
LOUGHKE01 ,1985,Kevin,Loughery,7,6,2,3,WA1
FRATEMI01 ,1986,Mike,Fratello,57,25,4,5,ATL
JONESKC01 ,1986,KC,Jones,59,23,13,10,BOS
COLLIDO01 ,1986,Doug,Collins,40,42,0,3,CHI
WILKELE01 ,1986,Lenny,Wilkens,31,51,0,0,CLE
MOTTADI01 ,1986,Dick,Motta,55,27,1,3,DAL
MOEDO01   ,1986,Doug,Moe,37,45,0,3,DEN
DALYCH01  ,1986,Chuck,Daly,52,30,10,5,DET
KARLGE01  ,1986,George,Karl,42,40,4,6,GSW
FITCHBI01 ,1986,Bill,Fitch,42,40,5,5,HOU
RAMSAJA01 ,1986,Jack,Ramsay,41,41,1,3,IND
CHANEDO01 ,1986,Don,Chaney,12,70,0,0,LAC
RILEYPA01 ,1986,Pat,Riley,65,17,15,3,LAL
NELSODO01 ,1986,Don,Nelson,50,32,6,6,MIL
WOHLDA01  ,1986,Dave,Wohl,24,58,0,0,NJN
BROWNHU01 ,1986,Hubie,Brown,4,12,0,0,NYK
HILLBO01  ,1986,Bob,Hill,20,46,0,0,NYK
GUOKAMA01 ,1986,Matt,Guokas,45,37,2,3,PHI
MACLEJO01 ,1986,John,MacLeod,22,34,0,0,PHO
VANARDI01 ,1986,Dick,VanArsdale,14,12,0,0,PHO
SCHULMI01 ,1986,Mike,Schuler,49,33,1,3,POR
JOHNSPH01 ,1986,Phil,Johnson,14,32,0,0,SAC
REYNOJE01 ,1986,Jerry,Reynolds,15,21,0,0,SAC
WEISSBO01 ,1986,Bob,Weiss,28,54,0,0,SAS
BICKEBE01 ,1986,Bernie,Bickerstaff,39,43,7,7,SEA
LAYDEFR01 ,1986,Frank,Layden,44,38,2,3,UTA
LOUGHKE01 ,1986,Kevin,Loughery,42,40,0,3,WA1
FRATEMI01 ,1987,Mike,Fratello,50,32,6,6,ATL
JONESKC01 ,1987,KC,Jones,57,25,9,8,BOS
COLLIDO01 ,1987,Doug,Collins,50,32,4,6,CHI
WILKELE01 ,1987,Lenny,Wilkens,42,40,2,3,CLE
MACLEJO01 ,1987,John,MacLeod,53,29,10,7,DAL
MOEDO01   ,1987,Doug,Moe,54,28,5,6,DEN
DALYCH01  ,1987,Chuck,Daly,54,28,14,9,DET
KARLGE01  ,1987,George,Karl,16,48,0,0,GSW
GREGOED01 ,1987,Ed,Gregory,4,14,0,0,GSW
FITCHBI01 ,1987,Bill,Fitch,46,36,1,3,HOU
RAMSAJA01 ,1987,Jack,Ramsay,38,44,0,0,IND
SHUEGE01  ,1987,Gene,Shue,17,65,0,0,LAC
RILEYPA01 ,1987,Pat,Riley,62,20,15,9,LAL
HARRIDE01 ,1987,Del,Harris,42,40,2,3,MIL
WOHLDA01  ,1987,Dave,Wohl,2,13,0,0,NJN
MACKIBO01 ,1987,Bob,MacKinnon,10,29,0,0,NJN
REEDWI01  ,1987,Willis,Reed,7,21,0,0,NJN
PITINRI01 ,1987,Rick,Pitino,38,44,1,3,NYK
GUOKAMA01 ,1987,Matt,Guokas,20,23,0,0,PHI
LYNAMJI01 ,1987,Jim,Lynam,16,23,0,0,PHI
WETZEJO01 ,1987,John,Wetzel,28,54,0,0,PHO
SCHULMI01 ,1987,Mike,Schuler,53,29,1,3,POR
RUSSEBI01 ,1987,Bill,Russell,17,41,0,0,SAC
REYNOJE01 ,1987,Jerry,Reynolds,7,17,0,0,SAC
WEISSBO01 ,1987,Bob,Weiss,31,51,0,3,SAS
BICKEBE01 ,1987,Bernie,Bickerstaff,44,38,2,3,SEA
LAYDEFR01 ,1987,Frank,Layden,47,35,6,5,UTA
LOUGHKE01 ,1987,Kevin,Loughery,8,19,0,0,WA1
UNSELWE01 ,1987,Wes,Unseld,30,25,2,3,WA1
FRATEMI01 ,1988,Mike,Fratello,52,30,2,3,ATL
RODGEJI01 ,1988,Jimmy,Rodgers,42,40,0,3,BOS
HARTIDI01 ,1988,Dick,Hartier,20,62,0,0,CHA
COLLIDO01 ,1988,Doug,Collins,47,35,9,8,CHI
WILKELE01 ,1988,Lenny,Wilkens,57,25,2,3,CLE
MACLEJO01 ,1988,John,MacLeod,38,44,0,0,DAL
MOEDO01   ,1988,Doug,Moe,44,38,0,3,DEN
DALYCH01  ,1988,Chuck,Daly,63,19,15,2,DET
NELSODO01 ,1988,Don,Nelson,43,39,4,4,GSW
CHANEDO01 ,1988,Don,Chaney,45,37,1,3,HOU
RAMSAJA01 ,1988,Jack,Ramsay,0,7,0,0,IND
DANIEME01 ,1988,Mel,Daniels,0,2,0,0,IND
IRVINGE01 ,1988,George,Irvine,6,14,0,0,IND
VERSADI01 ,1988,Dick,Versace,22,31,0,0,IND
SHUEGE01  ,1988,Gene,Shue,10,28,0,0,LAC
CASEYDO01 ,1988,Don,Casey,11,33,0,0,LAC
RILEYPA01 ,1988,Pat,Riley,57,25,11,4,LAL
ROTHSRO01 ,1988,Ron,Rothstein,15,67,0,0,MIA
HARRIDE01 ,1988,Del,Harris,49,33,3,4,MIL
REEDWI01  ,1988,Willis,Reed,26,56,0,0,NJN
PITINRI01 ,1988,Rick,Pitino,52,30,5,4,NYK
LYNAMJI01 ,1988,Jim,Lynam,46,36,0,3,PHI
FITZSCO01 ,1988,Cotton,Fitzsimmons,55,27,7,5,PHO
SCHULMI01 ,1988,Mike,Schuler,25,22,0,0,POR
ADELMRI01 ,1988,Rick,Adelman,14,21,0,3,POR
REYNOJE01 ,1988,Jerry,Reynolds,27,55,0,0,SAC
BROWNLA01 ,1988,Larry,Brown,21,61,0,0,SAS
BICKEBE01 ,1988,Bernie,Bickerstaff,46,30,3,5,SEA
NEWELTO01 ,1988,Tom,Newell,0,1,0,0,SEA
KLOPPBO01 ,1988,Bob,Kloppenburg,1,4,0,0,SEA
LAYDEFR01 ,1988,Frank,Layden,11,6,0,0,UTA
SLOANJE01 ,1988,Jerry,Sloan,40,25,0,3,UTA
UNSELWE01 ,1988,Wes,Unseld,40,42,0,0,WA1
FRATEMI01 ,1989,Mike,Fratello,41,41,0,0,ATL
RODGEJI01 ,1989,Jimmy,Rodgers,52,30,2,3,BOS
HARTIDI01 ,1989,Dick,Hartier,8,32,0,0,CHA
LITTLGE01 ,1989,Gene,Littles,11,31,0,0,CHA
JACKSPH01 ,1989,Phil,Jackson,55,27,10,6,CHI
WILKELE01 ,1989,Lenny,Wilkens,42,40,2,3,CLE
MACLEJO01 ,1989,John,MacLeod,5,6,0,0,DAL
ADUBARI01 ,1989,Richie,Adubato,42,29,0,3,DAL
MOEDO01   ,1989,Doug,Moe,43,39,0,3,DEN
DALYCH01  ,1989,Chuck,Daly,59,23,15,5,DET
NELSODO01 ,1989,Don,Nelson,37,45,0,0,GSW
CHANEDO01 ,1989,Don,Chaney,41,41,1,3,HOU
VERSADI01 ,1989,Dick,Versace,42,40,0,3,IND
CASEYDO01 ,1989,Don,Casey,30,52,0,0,LAC
RILEYPA01 ,1989,Pat,Riley,63,19,4,5,LAL
ROTHSRO01 ,1989,Ron,Rothstein,18,64,0,0,MIA
HARRIDE01 ,1989,Del,Harris,44,38,1,3,MIL
MUSSEBI01 ,1989,Bill,Musselman,22,60,0,0,MIN
FITCHBI01 ,1989,Bill,Fitch,17,65,0,0,NJN
JACKSST01 ,1989,Stu,Jackson,45,37,4,6,NYK
GUOKAMA01 ,1989,Matt,Guokas,18,64,0,0,ORL
LYNAMJI01 ,1989,Jim,Lynam,53,29,4,6,PHI
FITZSCO01 ,1989,Cotton,Fitzsimmons,54,28,9,7,PHO
ADELMRI01 ,1989,Rick,Adelman,59,23,12,9,POR
REYNOJE01 ,1989,Jerry,Reynolds,7,21,0,0,SAC
MOTTADI01 ,1989,Dick,Motta,16,38,0,0,SAC
BROWNLA01 ,1989,Larry,Brown,56,26,6,4,SAS
BICKEBE01 ,1989,Bernie,Bickerstaff,41,41,0,0,SEA
SLOANJE01 ,1989,Jerry,Sloan,55,27,2,3,UTA
UNSELWE01 ,1989,Wes,Unseld,31,51,0,0,WA1
WEISSBO01 ,1990,Bob,Weiss,43,39,2,3,ATL
FORDCH01  ,1990,Chris,Ford,56,26,5,5,BOS
LITTLGE01 ,1990,Gene,Littles,26,56,0,0,CHA
JACKSPH01 ,1990,Phil,Jackson,61,21,15,2,CHI
WILKELE01 ,1990,Lenny,Wilkens,33,49,0,0,CLE
ADUBARI01 ,1990,Richie,Adubato,28,54,0,0,DAL
WESTHPA01 ,1990,Paul,Westhead,20,62,0,0,DEN
DALYCH01  ,1990,Chuck,Daly,50,32,7,8,DET
NELSODO01 ,1990,Don,Nelson,44,38,4,5,GSW
CHANEDO01 ,1990,Don,Chaney,52,30,0,3,HOU
VERSADI01 ,1990,Dick,Versace,9,16,0,0,IND
HILLBO01  ,1990,Bob,Hill,32,25,2,3,IND
SCHULMI01 ,1990,Mike,Schuler,31,51,0,0,LAC
DUNLEMI01 ,1990,Mike,Dunleavy,58,24,12,7,LAL
ROTHSRO01 ,1990,Ron,Rothstein,24,58,0,0,MIA
HARRIDE01 ,1990,Del,Harris,48,34,0,3,MIL
MUSSEBI01 ,1990,Bill,Musselman,29,53,0,0,MIN
FITCHBI01 ,1990,Bill,Fitch,26,56,0,0,NJN
JACKSST01 ,1990,Stu,Jackson,7,8,0,0,NYK
MACLEJO01 ,1990,John,MacLeod,32,35,0,3,NYK
GUOKAMA01 ,1990,Matt,Guokas,31,51,0,0,ORL
LYNAMJI01 ,1990,Jim,Lynam,44,38,4,4,PHI
FITZSCO01 ,1990,Cotton,Fitzsimmons,55,27,1,3,PHO
ADELMRI01 ,1990,Rick,Adelman,63,19,9,7,POR
MOTTADI01 ,1990,Dick,Motta,25,57,0,0,SAC
BROWNLA01 ,1990,Larry,Brown,55,27,1,3,SAS
JONESKC01 ,1990,KC,Jones,41,41,2,3,SEA
SLOANJE01 ,1990,Jerry,Sloan,54,28,4,5,UTA
UNSELWE01 ,1990,Wes,Unseld,30,52,0,0,WA1
WEISSBO01 ,1991,Bob,Weiss,38,44,0,3,ATL
FORDCH01  ,1991,Chris,Ford,51,31,6,5,BOS
BRISTAL01 ,1991,Allan,Bristow,31,51,0,0,CHA
JACKSPH01 ,1991,Phil,Jackson,67,15,15,7,CHI
WILKELE01 ,1991,Lenny,Wilkens,57,25,9,8,CLE
ADUBARI01 ,1991,Richie,Adubato,22,60,0,0,DAL
WESTHPA01 ,1991,Paul,Westhead,24,58,0,0,DEN
DALYCH01  ,1991,Chuck,Daly,48,34,2,3,DET
NELSODO01 ,1991,Don,Nelson,55,27,1,3,GSW
CHANEDO01 ,1991,Don,Chaney,26,26,0,0,HOU
TOMJARU01 ,1991,Rudy,Tomjanovich,16,14,0,0,HOU
HILLBO01  ,1991,Bob,Hill,40,42,0,3,IND
